Symbol,Approved.Symbol,chromosome
CHAK2,TRPM6,9
TRPM6,TRPM6,9
FLJ22628,TRPM6,9
HSH,TRPM6,9
HOMG,TRPM6,9
TRPM7,TRPM7,15
LTRPC7,TRPM7,15
CHAK1,TRPM7,15
TRP-PLIK,TRPM7,15
TRPM8,TRPM8,2
GC79,TRPS1,8
LGCR,TRPS1,8
TRPS1,TRPS1,8
AF178030.2,TRPS1-AS1,8
TRPS1-AS1,TRPS1-AS1,8
MGC11134,TRPT1,11
TRPT1,TRPT1,11
VR1,TRPV1,17
TRPV1,TRPV1,17
VRL1,TRPV2,17
VRL-1,TRPV2,17
TRPV2,TRPV2,17
VRL,TRPV2,17
VRL3,TRPV3,17
TRPV3,TRPV3,17
VR-OAC,TRPV4,12
VROAC,TRPV4,12
CMT2C,TRPV4,12
OTRPC4,TRPV4,12
TRPV4,TRPV4,12
VRL-2,TRPV4,12
TRP12,TRPV4,12
TRPV5,TRPV5,7
CAT2,TRPV5,7
ECAC1,TRPV5,7
CAT1,TRPV6,7
TRPV6,TRPV6,7
ECAC2,TRPV6,7
TRQ-CTG1-1,TRQ-CTG1-1,6
TRQ-CTG1-3,TRQ-CTG1-1,6
TRNA-GLN-CTG-1-1,TRQ-CTG1-1,6
TRNAQ22,TRQ-CTG1-1,6
TRNAQ16,TRQ-CTG1-2,6
TRNA-GLN-CTG-1-2,TRQ-CTG1-2,6
TRQ-CTG1-2,TRQ-CTG1-2,6
TRQ-CTG1-4,TRQ-CTG1-2,6
TRQ-CTG1-5,TRQ-CTG1-3,6
TRNAQ11,TRQ-CTG1-3,6
TRNA-GLN-CTG-1-3,TRQ-CTG1-3,6
TRQ-CTG1-3,TRQ-CTG1-3,6
TRNAQ24,TRQ-CTG1-4,15
TRQ-CTG1-1,TRQ-CTG1-4,15
TRNA-GLN-CTG-1-4,TRQ-CTG1-4,15
TRQ-CTG1-4,TRQ-CTG1-4,15
TRNA-GLN-CTG-1-5,TRQ-CTG1-5,17
TRQ-CTG1-2,TRQ-CTG1-5,17
TRNAQ1,TRQ-CTG1-5,17
TRQ1,TRQ-CTG1-5,17
TRQ-CTG1-5,TRQ-CTG1-5,17
TRQ-CTG10-1,TRQ-CTG10-1,1
TRNAQ26,TRQ-CTG10-1,1
TRNA-GLN-CTG-10-1,TRQ-CTG10-1,1
TRNA-GLN-CTG-11-1,TRQ-CTG11-1,1
TRQ-CTG11-1,TRQ-CTG11-1,1
TRNAQ37P,TRQ-CTG11-1,1
TRQ-CTG12-1,TRQ-CTG12-1,12
TRNAQ30,TRQ-CTG12-1,12
TRNA-GLN-CTG-12-1,TRQ-CTG12-1,12
TRNA-GLN-CTG-13-1,TRQ-CTG13-1,5
TRNAQ53P,TRQ-CTG13-1,5
TRQ-CTG13-1,TRQ-CTG13-1,5
TRNAQ55,TRQ-CTG14-1,1
TRNA-GLN-CTG-14-1,TRQ-CTG14-1,1
TRQ-CTG14-1,TRQ-CTG14-1,1
TRQ-CTG15-1,TRQ-CTG15-1,9
TRNA-GLN-CTG-15-1,TRQ-CTG15-1,9
TRNAQ6,TRQ-CTG15-1,9
TRNAQ44P,TRQ-CTG16-1,2
TRQ-CTG16-1,TRQ-CTG16-1,2
TRNA-GLN-CTG-16-1,TRQ-CTG16-1,2
TRQ-CTG17-1,TRQ-CTG17-1,20
TRNA-GLN-CTG-17-1,TRQ-CTG17-1,20
TRNAQ23,TRQ-CTG17-1,20
TRNA-GLN-CTG-18,TRQ-CTG18-1,16
TRQ-CTG18-1,TRQ-CTG18-1,16
TRNAQ28,TRQ-CTG18-1,16
TRNA-GLN-CTG-2-1,TRQ-CTG2-1,6
TRNAQ21,TRQ-CTG2-1,6
TRQ-CTG2-1,TRQ-CTG2-1,6
TRNAQ29,TRQ-CTG3-1,1
TRQ-CTG3-1,TRQ-CTG3-1,1
TRNA-GLN-CTG-3-1,TRQ-CTG3-1,1
TRQ-CTG3-2,TRQ-CTG3-2,1
TRNAQ13,TRQ-CTG3-2,1
TRNA-GLN-CTG-3-2,TRQ-CTG3-2,1
TRNAQ8,TRQ-CTG4-1,1
TRQ-CTG4-1,TRQ-CTG4-1,1
TRNA-GLN-CTG-4-1,TRQ-CTG4-1,1
TRQ-CTG4-2,TRQ-CTG4-2,1
TRNA-GLN-CTG-4-2,TRQ-CTG4-2,1
TRNAQ20,TRQ-CTG4-2,1
TRQ-CTG5-1,TRQ-CTG5-1,6
TRNAQ27,TRQ-CTG5-1,6
TRNA-GLN-CTG-5-1,TRQ-CTG5-1,6
TRNA-GLN-CTG-6-1,TRQ-CTG6-1,6
TRNAQ17,TRQ-CTG6-1,6
TRQ-CTG6-1,TRQ-CTG6-1,6
TRQ-CTG7-1,TRQ-CTG7-1,1
TRNAQ3,TRQ-CTG7-1,1
TRNA-GLN-CTG-7-1,TRQ-CTG7-1,1
TRNAQ19,TRQ-CTG8-1,1
TRNA-GLN-CTG-8-1,TRQ-CTG8-1,1
TRQ-CTG8-1,TRQ-CTG8-1,1
TRNAQ14,TRQ-CTG8-2,1
TRQ-CTG8-2,TRQ-CTG8-2,1
TRNA-GLN-CTG-8-2,TRQ-CTG8-2,1
TRQ-CTG8-3,TRQ-CTG8-3,21
TRNA-GLN-CTG-8-3,TRQ-CTG8-3,21
TRQ-CTG9-1,TRQ-CTG9-1,1
TRNA-GLN-CTG-9-1,TRQ-CTG9-1,1
TRNAQ51P,TRQ-CTG9-1,1
TRNAQ2,TRQ-TTG1-1,17
TRQ-TTG1-1,TRQ-TTG1-1,17
TRNA-GLN-TTG-1-1,TRQ-TTG1-1,17
TRQ2,TRQ-TTG1-1,17
TRQ-TTG10-1,TRQ-TTG10-1,6
TRNAQ5,TRQ-TTG10-1,6
TRNA-GLN-TTG-10-1,TRQ-TTG10-1,6
TRNA-GLN-TTG-2-1,TRQ-TTG2-1,6
TRNAQ12,TRQ-TTG2-1,6
TRQ-TTG2-1,TRQ-TTG2-1,6
TRNA-GLN-TTG-3-1,TRQ-TTG3-1,6
TRQ-TTG3-1,TRQ-TTG3-1,6
TRNAQ25,TRQ-TTG3-1,6
TRNA-GLN-TTG-3-2,TRQ-TTG3-2,6
TRNAQ15,TRQ-TTG3-2,6
TRQ-TTG3-2,TRQ-TTG3-2,6
TRNA-GLN-TTG-3-3,TRQ-TTG3-3,6
TRQ-TTG3-3,TRQ-TTG3-3,6
TRNAQ10,TRQ-TTG3-3,6
TRNAQ32,TRQ-TTG4-1,6
TRQ-TTG4-1,TRQ-TTG4-1,6
TRNA-GLN-TTG-4-1,TRQ-TTG4-1,6
TRQ-TTG5-1,TRQ-TTG5-1,2
TRNA-GLN-TTG-5-1,TRQ-TTG5-1,2
TRNAQ39P,TRQ-TTG5-1,2
TRNAQ7,TRQ-TTG6-1,4
TRQ-TTG6-1,TRQ-TTG6-1,4
TRNA-GLN-TTG-6-1,TRQ-TTG6-1,4
TRNA-GLN-TTG-7-1,TRQ-TTG7-1,5
TRNAQ33P,TRQ-TTG7-1,5
TRQ-TTG7-1,TRQ-TTG7-1,5
TRNAQ45P,TRQ-TTG8-1,19
TRNA-GLN-TTG-8-1,TRQ-TTG8-1,19
TRQ-TTG8-1,TRQ-TTG8-1,19
TRNAQ46P,TRQ-TTG9-1,12
TRQ-TTG9-1,TRQ-TTG9-1,12
TRNA-GLN-TTG-9-1,TRQ-TTG9-1,12
TRNAR26,TRR-ACG1-1,6
TRR-ACG1-1,TRR-ACG1-1,6
TRNA-ARG-ACG-1-1,TRR-ACG1-1,6
TRR-ACG1-2,TRR-ACG1-1,6
TRNA-ARG-ACG-1-2,TRR-ACG1-2,6
TRR-ACG1-3,TRR-ACG1-2,6
TRR2,TRR-ACG1-2,6
TRNAR2,TRR-ACG1-2,6
TRR-ACG1-2,TRR-ACG1-2,6
TRNA-ARG-ACG-1-3,TRR-ACG1-3,14
TRR-ACG1-1,TRR-ACG1-3,14
TRNAR21,TRR-ACG1-3,14
TRR-ACG1-3,TRR-ACG1-3,14
TRR-ACG2-1,TRR-ACG2-1,3
TRNA-ARG-ACG-2-1,TRR-ACG2-1,3
TRNAR11,TRR-ACG2-1,3
TRR-ACG2-2,TRR-ACG2-2,6
TRNA-ARG-ACG-2-2,TRR-ACG2-2,6
TRNAR17,TRR-ACG2-2,6
TRNAR10,TRR-ACG2-3,6
TRNA-ARG-ACG-2-3,TRR-ACG2-3,6
TRR-ACG2-3,TRR-ACG2-3,6
TRNA-ARG-ACG-2-4,TRR-ACG2-4,6
TRR-ACG2-4,TRR-ACG2-4,6
TRNAR29,TRR-ACG2-4,6
TRR-CCG1-1,TRR-CCG1-1,6
TRNA-ARG-CCG-1-1,TRR-CCG1-1,6
TRR-CCG1-2,TRR-CCG1-1,6
TRNAR24,TRR-CCG1-1,6
TRNAR9,TRR-CCG1-2,6
TRR-CCG1-2,TRR-CCG1-2,6
TRNA-ARG-CCG-1-2,TRR-CCG1-2,6
TRR-CCG1-3,TRR-CCG1-2,6
TRR-CCG1-3,TRR-CCG1-3,16
TRNAR19,TRR-CCG1-3,16
TRR-CCG1-1,TRR-CCG1-3,16
TRNA-ARG-CCG-1-3,TRR-CCG1-3,16
TRR-CCG2-1,TRR-CCG2-1,17
TRNA-ARG-CCG-2-1,TRR-CCG2-1,17
TRNAR4,TRR-CCG2-1,17
TRR4,TRR-CCG2-1,17
TRNA-ARG-CCT-1-1,TRR-CCT1-1,17
TRNAR8,TRR-CCT1-1,17
TRR-CCT1-1,TRR-CCT1-1,17
TRNA-ARG-CCT-2-1,TRR-CCT2-1,17
TRR-CCT2-1,TRR-CCT2-1,17
TRNAR20,TRR-CCT2-1,17
TRR-CCT3-1,TRR-CCT3-1,16
TRNA-ARG-CCT-3-1,TRR-CCT3-1,16
TRNAR18,TRR-CCT3-1,16
TRNAR27,TRR-CCT4-1,7
TRNA-ARG-CCT-4-1,TRR-CCT4-1,7
TRR-CCT4-1,TRR-CCT4-1,7
TRNAR23,TRR-CCT5-1,16
TRR-CCT5-1,TRR-CCT5-1,16
TRNA-ARG-CCT-5-1,TRR-CCT5-1,16
TRR-CCT6-1,TRR-CCT6-1,1
TRNA-ARG-CCT-6-1,TRR-CCT6-1,1
TRNAR33P,TRR-CCT6-1,1
TRNAR31P,TRR-CCT6-2,1
TRNA-ARG-CCT-6-2,TRR-CCT6-2,1
TRR-CCT6-2,TRR-CCT6-2,1
TRR-CCT7-1,TRR-CCT7-1,1
TRNA-ARG-CCT-7-1,TRR-CCT7-1,1
TRNAR30P,TRR-CCT7-1,1
TRNAR32P,TRR-CCT8-1,1
TRNA-ARG-CCT-8-1,TRR-CCT8-1,1
TRR-CCT8-1,TRR-CCT8-1,1
TRNAR34P,TRR-CCT9-1,11
TRNA-ARG-CCT-9-1,TRR-CCT9-1,11
TRR-CCT9-1,TRR-CCT9-1,11
TRNA-ARG-TCG-1-1,TRR-TCG1-1,15
TRNAR22,TRR-TCG1-1,15
TRR-TCG1-1,TRR-TCG1-1,15
TRNA-ARG-TCG-2-1,TRR-TCG2-1,6
TRR-TCG2-1,TRR-TCG2-1,6
TRNAR28,TRR-TCG2-1,6
TRNA-ARG-TCG-3-1,TRR-TCG3-1,17
TRNAR25,TRR-TCG3-1,17
TRR-TCG3-1,TRR-TCG3-1,17
TRR3,TRR-TCG4-1,6
TRNAR3,TRR-TCG4-1,6
TRR-TCG4-1,TRR-TCG4-1,6
TRNA-ARG-TCG-4-1,TRR-TCG4-1,6
TRNA-ARG-TCG-5-1,TRR-TCG5-1,6
TRNAR7,TRR-TCG5-1,6
TRR-TCG5-1,TRR-TCG5-1,6
TRNA-ARG-TCG-6-1,TRR-TCG6-1,9
TRR-TCG6-1,TRR-TCG6-1,9
TRNAR6,TRR-TCG6-1,9
TRR-TCT1-1,TRR-TCT1-1,1
TRNAR15,TRR-TCT1-1,1
TRNA-ARG-TCT-1-1,TRR-TCT1-1,1
TRR-TCT2-1,TRR-TCT2-1,17
TRNAR1,TRR-TCT2-1,17
TRNA-ARG-TCT-2-1,TRR-TCT2-1,17
TRR1,TRR-TCT2-1,17
TRR-TCT3-2,TRR-TCT3-1,9
TRNA-ARG-TCT-3-1,TRR-TCT3-1,9
TRNAR12,TRR-TCT3-1,9
TRR-TCT3-1,TRR-TCT3-1,9
TRNAR14,TRR-TCT3-2,11
TRR-TCT3-2,TRR-TCT3-2,11
TRR-TCT3-1,TRR-TCT3-2,11
TRNA-ARG-TCT-3-2,TRR-TCT3-2,11
TRR-TCT4-1,TRR-TCT4-1,1
TRNA-ARG-TCT-4-1,TRR-TCT4-1,1
TRNAR16,TRR-TCT4-1,1
TRNA-ARG-TCT-5-1,TRR-TCT5-1,6
TRR-TCT5-1,TRR-TCT5-1,6
TRNAR5,TRR-TCT5-1,6
TRA1,TRRAP,7
TRRAP,TRRAP,7
TR-AP,TRRAP,7
PAF400,TRRAP,7
TRS-ACT1-1,TRS-ACT1-1,6
TRNA-SER-ACT-1-1,TRS-ACT1-1,6
TRNAS32P,TRS-ACT1-1,6
TRNA-SER-AGA-1-1,TRS-AGA1-1,6
TRNAS24,TRS-AGA1-1,6
TRS-AGA1-1,TRS-AGA1-1,6
TRS-AGA2-1,TRS-AGA2-1,6
TRNAS25,TRS-AGA2-1,6
TRS-AGA2-2,TRS-AGA2-1,6
TRNA-SER-AGA-2-1,TRS-AGA2-1,6
TRS-AGA2-2,TRS-AGA2-2,6
TRNAS10,TRS-AGA2-2,6
TRNA-SER-AGA-2-2,TRS-AGA2-2,6
TRS-AGA2-3,TRS-AGA2-2,6
TRS2,TRS-AGA2-3,6
TRNAS2,TRS-AGA2-3,6
TRS-AGA2-3,TRS-AGA2-3,6
TRNS,TRS-AGA2-3,6
TRS-AGA2-4,TRS-AGA2-3,6
TRNA-SER-AGA-2-3,TRS-AGA2-3,6
TRS-AGA2-4,TRS-AGA2-4,6
TRNAS19,TRS-AGA2-4,6
TRS-AGA2-5,TRS-AGA2-4,6
TRNA-SER-AGA-2-4,TRS-AGA2-4,6
TRS-AGA2-6,TRS-AGA2-5,8
TRNAS20,TRS-AGA2-5,8
TRNA-SER-AGA-2-5,TRS-AGA2-5,8
TRS-AGA2-5,TRS-AGA2-5,8
TRS-AGA2-6,TRS-AGA2-6,17
TRNA-SER-AGA-2-6,TRS-AGA2-6,17
TRNAS14,TRS-AGA2-6,17
TRS-AGA2-1,TRS-AGA2-6,17
TRNA-SER-AGA-3-1,TRS-AGA3-1,6
TRNAS4,TRS-AGA3-1,6
TRS-AGA3-1,TRS-AGA3-1,6
TRS4,TRS-AGA3-1,6
TRNA-SER-AGA-4-1,TRS-AGA4-1,6
TRS-AGA4-1,TRS-AGA4-1,6
TRNAS9,TRS-AGA4-1,6
TRS-AGA5-1,TRS-AGA5-1,7
TRNA-SER-AGA-5-1,TRS-AGA5-1,7
TRNAS28,TRS-AGA5-1,7
TRNAS26,TRS-AGA6-1,11
TRNA-SER-AGA-6-1,TRS-AGA6-1,11
TRS-AGA6-1,TRS-AGA6-1,11
TRS-AGA7-1,TRS-AGA7-1,20
TRNAS29P,TRS-AGA7-1,20
TRNA-SER-AGA-7-1,TRS-AGA7-1,20
TRNAS6,TRS-CGA1-1,17
TRNA-SER-CGA-1-1,TRS-CGA1-1,17
TRS-CGA1-1,TRS-CGA1-1,17
TRNA-SER-CGA-2-1,TRS-CGA2-1,6
TRS-CGA2-1,TRS-CGA2-1,6
TRNAS7,TRS-CGA2-1,6
TRNAS15,TRS-CGA3-1,6
TRNA-SER-CGA-3-1,TRS-CGA3-1,6
TRS-CGA3-1,TRS-CGA3-1,6
TRS-CGA4-1,TRS-CGA4-1,12
TRNA-SER-CGA-4-1,TRS-CGA4-1,12
TRNAS11,TRS-CGA4-1,12
TRNAS12,TRS-GCT1-1,6
TRS-GCT1-1,TRS-GCT1-1,6
TRNA-SER-GCT-1-1,TRS-GCT1-1,6
TRNAS5,TRS-GCT2-1,6
TRNA-SER-GCT-2-1,TRS-GCT2-1,6
TRS-GCT2-1,TRS-GCT2-1,6
TRNAS22,TRS-GCT3-1,11
TRS-GCT3-1,TRS-GCT3-1,11
TRNA-SER-GCT-3-1,TRS-GCT3-1,11
TRS-GCT4-3,TRS-GCT4-1,6
TRS-GCT4-1,TRS-GCT4-1,6
TRNAS17,TRS-GCT4-1,6
TRNA-SER-GCT-4-1,TRS-GCT4-1,6
TRNA-SER-GCT-4-2,TRS-GCT4-2,15
TRS-GCT4-1,TRS-GCT4-2,15
TRS-GCT4-2,TRS-GCT4-2,15
TRNAS18,TRS-GCT4-2,15
TRS-GCT4-2,TRS-GCT4-3,17
TRNAS23,TRS-GCT4-3,17
TRNA-SER-GCT-4-3,TRS-GCT4-3,17
TRS-GCT4-3,TRS-GCT4-3,17
TRS-GCT5-1,TRS-GCT5-1,6
TRNAS13,TRS-GCT5-1,6
TRNA-SER-GCT-5-1,TRS-GCT5-1,6
TRS-GCT6-1,TRS-GCT6-1,6
TRNA-SER-GCT-6-1,TRS-GCT6-1,6
TRNAS16,TRS-GCT6-1,6
TRNAS21,TRS-TGA1-1,10
TRNA-SER-TGA-1-1,TRS-TGA1-1,10
TRS-TGA1-1,TRS-TGA1-1,10
TRNAS1,TRS-TGA2-1,6
TRS1,TRS-TGA2-1,6
TRS-TGA2-1,TRS-TGA2-1,6
TRNA-SER-TGA-2-1,TRS-TGA2-1,6
TRNAS27,TRS-TGA3-1,6
TRNA-SER-TGA-3-1,TRS-TGA3-1,6
TRS-TGA3-1,TRS-TGA3-1,6
TRNAS3,TRS-TGA4-1,6
TRNA-SER-TGA-4-1,TRS-TGA4-1,6
TRS3,TRS-TGA4-1,6
TRS-TGA4-1,TRS-TGA4-1,6
TRNA-SUP-CTA-1-1,TRSUP-CTA1-1,17
TRSUP-CTA1-1,TRSUP-CTA1-1,17
TRNASUP3,TRSUP-CTA1-1,17
TRSUP-CTA2-1,TRSUP-CTA2-1,3
TRNA-SUP-CTA-2-1,TRSUP-CTA2-1,3
TRNASUP4P,TRSUP-CTA2-1,3
TRNA-SUP-CTA-3-1,TRSUP-CTA3-1,14
TRNASUP6P,TRSUP-CTA3-1,14
TRSUP-CTA3-1,TRSUP-CTA3-1,14
TRSUP-TTA1-1,TRSUP-TTA1-1,17
TRNA-SUP-TTA-1-1,TRSUP-TTA1-1,17
TRNASUP1,TRSUP-TTA1-1,17
TRNA-SUP-TTA-2-1,TRSUP-TTA2-1,21
TRSUP-TTA2-1,TRSUP-TTA2-1,21
TRNASUP2,TRSUP-TTA2-1,21
TRNA-SUP-TTA-3-1,TRSUP-TTA3-1,4
TRNASUP5P,TRSUP-TTA3-1,4
TRSUP-TTA3-1,TRSUP-TTA3-1,4
TRNAT8,TRT-AGT1-1,17
TRNA-THR-AGT-1-1,TRT-AGT1-1,17
TRT-AGT1-1,TRT-AGT1-1,17
TRT-AGT1-2,TRT-AGT1-2,17
TRNAT9,TRT-AGT1-2,17
TRNA-THR-AGT-1-2,TRT-AGT1-2,17
TRNAT4,TRT-AGT1-3,19
TRNA-THR-AGT-1-3,TRT-AGT1-3,19
TRT-AGT1-3,TRT-AGT1-3,19
TRT-AGT2-1,TRT-AGT2-1,6
TRNA-THR-AGT-2-1,TRT-AGT2-1,6
TRNAT14,TRT-AGT2-1,6
TRNAT15,TRT-AGT2-2,6
TRNA-THR-AGT-2-2,TRT-AGT2-2,6
TRT-AGT2-2,TRT-AGT2-2,6
TRT-AGT3-1,TRT-AGT3-1,6
TRNAT21,TRT-AGT3-1,6
TRNA-THR-AGT-3-1,TRT-AGT3-1,6
TRNAT18,TRT-AGT4-1,6
TRT-AGT4-1,TRT-AGT4-1,6
TRT-AGT5-1,TRT-AGT4-1,6
TRNA-THR-AGT-4-1,TRT-AGT4-1,6
TRT-AGT5-1,TRT-AGT5-1,17
TRT-AGT4-1,TRT-AGT5-1,17
TRNAT22,TRT-AGT5-1,17
TRNA-THR-AGT-5-1,TRT-AGT5-1,17
TRNAT7,TRT-AGT6-1,6
TRNA-THR-AGT-6-1,TRT-AGT6-1,6
TRT-AGT6-1,TRT-AGT6-1,6
TRT-AGT7-1,TRT-AGT7-1,17
TRNAT3,TRT-AGT7-1,17
TRT3,TRT-AGT7-1,17
TRNA-THR-AGT-7-1,TRT-AGT7-1,17
TRNA-THR-CGT-1-1,TRT-CGT1-1,6
TRNAT5,TRT-CGT1-1,6
TRT-CGT1-1,TRT-CGT1-1,6
TRNAT6,TRT-CGT2-1,16
TRT-CGT2-1,TRT-CGT2-1,16
TRNA-THR-CGT-2-1,TRT-CGT2-1,16
TRT-CGT3-1,TRT-CGT3-1,6
TRNA-THR-CGT-3-1,TRT-CGT3-1,6
TRNAT17,TRT-CGT3-1,6
TRNAT10,TRT-CGT4-1,17
TRNA-THR-CGT-4-1,TRT-CGT4-1,17
TRT-CGT4-1,TRT-CGT4-1,17
TRNAT13,TRT-CGT5-1,6
TRNA-THR-CGT-5-1,TRT-CGT5-1,6
TRT-CGT5-1,TRT-CGT5-1,6
TRNA-THR-CGT-6-1,TRT-CGT6-1,6
TRT-CGT6-1,TRT-CGT6-1,6
TRNAT11,TRT-CGT6-1,6
TRNAT16,TRT-TGT1-1,6
TRT-TGT1-1,TRT-TGT1-1,6
TRNA-THR-TGT-1-1,TRT-TGT1-1,6
TRT-TGT2-1,TRT-TGT2-1,1
TRNAT19,TRT-TGT2-1,1
TRNA-THR-TGT-2-1,TRT-TGT2-1,1
TRT2,TRT-TGT3-1,14
TRNA-THR-TGT-3-1,TRT-TGT3-1,14
TRNAT2,TRT-TGT3-1,14
TRT-TGT3-1,TRT-TGT3-1,14
TRNA-THR-TGT-4-1,TRT-TGT4-1,14
TRT-TGT4-1,TRT-TGT4-1,14
TRNAT20,TRT-TGT4-1,14
TRNAT12,TRT-TGT5-1,14
TRNA-THR-TGT-5-1,TRT-TGT5-1,14
TRT-TGT5-1,TRT-TGT5-1,14
TRT1,TRT-TGT6-1,5
TRT-TGT6-1,TRT-TGT6-1,5
TRNA-THR-TGT-6-1,TRT-TGT6-1,5
TRNAT1,TRT-TGT6-1,5
TRU-TCA1-1,TRU-TCA1-1,19
TRNAU1,TRU-TCA1-1,19
TRSP,TRU-TCA1-1,19
TRNA-SEC-TCA-1-1,TRU-TCA1-1,19
TRNA(SEC),TRU-TCA1-1,19
TRU-TCA2-1,TRU-TCA2-1,22
TRNAU2,TRU-TCA2-1,22
TRSPP1,TRU-TCA2-1,22
TRSP2,TRU-TCA2-1,22
TRNA-SEC-TCA-2-1,TRU-TCA2-1,22
TRNAU3,TRU-TCA3-1,17
TRU-TCA3-1,TRU-TCA3-1,17
TRNA-SEC-TCA-3-1,TRU-TCA3-1,17
PUS4,TRUB1,10
TRUB1,TRUB1,10
CLONE24922,TRUB2,9
TRUB2,TRUB2,9
TRUND-NNN1-1,TRUND-NNN1-1,6
TRNA-UND-NNN-1-1,TRUND-NNN1-1,6
TRUND-NNN10-1,TRUND-NNN10-1,19
TRUND-NNN2-1,TRUND-NNN2-1,8
TRNA-UND-NNN-2-1,TRUND-NNN2-1,8
TRUND-NNN3-1,TRUND-NNN3-1,1
TRNA-UND-NNN-3-1,TRUND-NNN3-1,1
TRNA-UND-NNN-4-1,TRUND-NNN4-1,1
TRUND-NNN4-1,TRUND-NNN4-1,1
TRUND-NNN5-1,TRUND-NNN5-1,17
TRNA-UND-NNN-5-1,TRUND-NNN5-1,17
TRUND-NNN6-1,TRUND-NNN6-1,17
TRUND-NNN7-1,TRUND-NNN7-1,1
TRUND-NNN8-1,TRUND-NNN8-1,1
TRUND-NNN9-1,TRUND-NNN9-1,2
TRNAV24,TRV-AAC1-1,3
TRV-AAC1-1,TRV-AAC1-1,3
TRNA-VAL-AAC-1-1,TRV-AAC1-1,3
TRNA-VAL-AAC-1-2,TRV-AAC1-2,5
TRNAV5,TRV-AAC1-2,5
TRV-AAC1-2,TRV-AAC1-2,5
TRV-AAC1-3,TRV-AAC1-3,5
TRV3,TRV-AAC1-3,5
TRNAV3,TRV-AAC1-3,5
TRNA-VAL-AAC-1-3,TRV-AAC1-3,5
TRNAV1,TRV-AAC1-4,5
TRV1,TRV-AAC1-4,5
TRNA-VAL-AAC-1-4,TRV-AAC1-4,5
TRV,TRV-AAC1-4,5
TRV-AAC1-4,TRV-AAC1-4,5
TRNA-VAL-AAC-1-5,TRV-AAC1-5,6
HTV1,TRV-AAC1-5,6
TRNAV7,TRV-AAC1-5,6
TRV7,TRV-AAC1-5,6
TRV-AAC1-5,TRV-AAC1-5,6
TRNAV10,TRV-AAC2-1,5
TRNA-VAL-AAC-2-1,TRV-AAC2-1,5
TRV-AAC2-1,TRV-AAC2-1,5
TRV8,TRV-AAC3-1,6
TRV-AAC3-1,TRV-AAC3-1,6
TRNAV8,TRV-AAC3-1,6
HTV2,TRV-AAC3-1,6
TRNA-VAL-AAC-3-1,TRV-AAC3-1,6
TRNAV17,TRV-AAC4-1,6
TRV-AAC4-1,TRV-AAC4-1,6
TRNA-VAL-AAC-4-1,TRV-AAC4-1,6
TRNA-VAL-AAC-5-1,TRV-AAC5-1,6
TRV-AAC5-1,TRV-AAC5-1,6
TRNAV12,TRV-AAC5-1,6
TRV-AAC6-1,TRV-AAC6-1,6
TRNAV18,TRV-AAC6-1,6
TRNA-VAL-AAC-6-1,TRV-AAC6-1,6
TRNA-VAL-AAC-7-1,TRV-AAC7-1,1
TRNAV30,TRV-AAC7-1,1
TRV-AAC7-1,TRV-AAC7-1,1
TRNA-VAL-CAC-1-1,TRV-CAC1-1,1
TRV-CAC1-1,TRV-CAC1-1,1
TRNAV29,TRV-CAC1-1,1
TRNAV2,TRV-CAC1-2,5
TRV-CAC1-2,TRV-CAC1-2,5
TRV2,TRV-CAC1-2,5
TRNA-VAL-CAC-1-2,TRV-CAC1-2,5
HTV3,TRV-CAC1-3,5
TRNA-VAL-CAC-1-3,TRV-CAC1-3,5
TRV9,TRV-CAC1-3,5
TRV-CAC1-3,TRV-CAC1-3,5
TRNAV9,TRV-CAC1-3,5
TRNAV4,TRV-CAC1-4,5
TRV-CAC1-4,TRV-CAC1-4,5
TRNA-VAL-CAC-1-4,TRV-CAC1-4,5
TRV-CAC1-5,TRV-CAC1-5,5
TRV6,TRV-CAC1-5,5
TRNA-VAL-CAC-1-5,TRV-CAC1-5,5
TRNAV6,TRV-CAC1-5,5
TRNAV21,TRV-CAC1-6,6
TRV-CAC1-6,TRV-CAC1-6,6
TRNA-VAL-CAC-1-6,TRV-CAC1-6,6
TRV-CAC1-7,TRV-CAC1-7,1
TRNA-VAL-CAC-1-7,TRV-CAC1-7,1
TRNAV38,TRV-CAC10-1,1
TRV-CAC10-1,TRV-CAC10-1,1
TRNA-VAL-CAC-10-1,TRV-CAC10-1,1
TRNAV39,TRV-CAC11-1,1
TRV-CAC11-1,TRV-CAC11-1,1
TRNA-VAL-CAC-11-1,TRV-CAC11-1,1
TRNA-VAL-CAC-11-2,TRV-CAC11-2,1
TRNAV34P,TRV-CAC11-2,1
TRV-CAC11-2,TRV-CAC11-2,1
TRNAV14,TRV-CAC12-1,6
TRNA-VAL-CAC-12-1,TRV-CAC12-1,6
TRV-CAC12-1,TRV-CAC12-1,6
TRV-CAC13-1,TRV-CAC13-1,1
TRNA-VAL-CAC-13-1,TRV-CAC13-1,1
TRNAV36P,TRV-CAC13-1,1
TRNA-VAL-CAC-14-1,TRV-CAC14-1,20
TRNAV33P,TRV-CAC14-1,20
TRV-CAC14-1,TRV-CAC14-1,20
TRV-CAC2-1,TRV-CAC2-1,6
TRNAV27,TRV-CAC2-1,6
TRNA-VAL-CAC-2-1,TRV-CAC2-1,6
TRNA-VAL-CAC-3-1,TRV-CAC3-1,19
TRNAV32,TRV-CAC3-1,19
TRV-CAC3-1,TRV-CAC3-1,19
